Package Name,sunday,monday,tuesday,wednesday,thursday,friday,saturday,normalized_sunday,normalized_monday,normalized_tuesday,normalized_wednesday,normalized_thursday,normalized_friday,normalized_saturday,
http-proxy-agent,3,1,5,3,3,2,1,0.1667,0.0556,0.2778,0.1667,0.1667,0.1111,0.0556
https-proxy-agent,2,0,7,5,5,2,4,0.0800,0.0000,0.2800,0.2000,0.2000,0.0800,0.1600
is-potential-custom-element-name,0,0,1,1,0,0,0,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.0000
saxes,1,12,3,6,1,3,4,0.0333,0.4000,0.1000,0.2000,0.0333,0.1000,0.1333
symbol-tree,5,3,2,2,2,1,4,0.2632,0.1579,0.1053,0.1053,0.1053,0.0526,0.2105
tough-cookie,0,4,14,6,6,9,2,0.0000,0.0976,0.3415,0.1463,0.1463,0.2195,0.0488
w3c-hr-time,0,0,1,1,0,1,0,0.0000,0.0000,0.3333,0.3333,0.0000,0.3333,0.0000
w3c-xmlserializer,3,5,3,0,0,1,0,0.2500,0.4167,0.2500,0.0000,0.0000,0.0833,0.0000
webidl-conversions,4,4,3,2,0,2,1,0.2500,0.2500,0.1875,0.1250,0.0000,0.1250,0.0625
whatwg-encoding,4,3,0,0,0,0,0,0.5714,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000
whatwg-mimetype,3,1,0,1,0,0,1,0.5000,0.1667,0.0000,0.1667,0.0000,0.0000,0.1667
whatwg-url,9,10,8,8,15,4,8,0.1452,0.1613,0.1290,0.1290,0.2419,0.0645,0.1290
ws,18,23,25,30,18,23,22,0.1132,0.1447,0.1572,0.1887,0.1132,0.1447,0.1384
xml-name-validator,2,3,1,0,0,0,0,0.3333,0.5000,0.1667,0.0000,0.0000,0.0000,0.0000
array-equal,0,0,1,0,0,0,0,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
pn,0,0,2,1,1,0,0,0.0000,0.0000,0.5000,0.2500,0.2500,0.0000,0.0000
request,12,16,22,22,20,17,17,0.0952,0.1270,0.1746,0.1746,0.1587,0.1349,0.1349
request-promise-native,0,4,1,1,0,3,2,0.0000,0.3636,0.0909,0.0909,0.0000,0.2727,0.1818
acorn-walk,0,2,5,2,2,3,1,0.0000,0.1333,0.3333,0.1333,0.1333,0.2000,0.0667
lodash.sortby,2,9,5,7,2,4,1,0.0667,0.3000,0.1667,0.2333,0.0667,0.1333,0.0333
tr46,1,2,0,3,3,1,3,0.0769,0.1538,0.0000,0.2308,0.2308,0.0769,0.2308
punycode,6,3,5,5,5,6,0,0.2000,0.1000,0.1667,0.1667,0.1667,0.2000,0.0000
estraverse,7,5,5,7,1,6,4,0.2000,0.1429,0.1429,0.2000,0.0286,0.1714,0.1143
esutils,0,2,0,1,0,1,9,0.0000,0.1538,0.0000,0.0769,0.0000,0.0769,0.6923
optionator,0,1,3,3,3,4,3,0.0000,0.0588,0.1765,0.1765,0.1765,0.2353,0.1765
deep-is,1,1,0,1,1,0,1,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,0.2000
fast-levenshtein,0,1,2,5,6,5,1,0.0000,0.0500,0.1000,0.2500,0.3000,0.2500,0.0500
levn,0,0,3,2,1,1,3,0.0000,0.0000,0.3000,0.2000,0.1000,0.1000,0.3000
prelude-ls,1,1,3,0,2,4,3,0.0714,0.0714,0.2143,0.0000,0.1429,0.2857,0.2143
type-check,0,1,2,1,1,1,0,0.0000,0.1667,0.3333,0.1667,0.1667,0.1667,0.0000
@tootallnate/once,1,1,3,0,1,0,0,0.1667,0.1667,0.5000,0.0000,0.1667,0.0000,0.0000
agent-base,1,1,4,7,1,6,3,0.0435,0.0435,0.1739,0.3043,0.0435,0.2609,0.1304
debug,5,5,12,14,19,7,9,0.0704,0.0704,0.1690,0.1972,0.2676,0.0986,0.1268
ms,0,4,5,3,5,5,2,0.0000,0.1667,0.2083,0.1250,0.2083,0.2083,0.0833
@types/ms,0,2,2,1,2,1,5,0.0000,0.1538,0.1538,0.0769,0.1538,0.0769,0.3846
electron-is-dev,3,0,0,3,1,3,0,0.3000,0.0000,0.0000,0.3000,0.1000,0.3000,0.0000
electron-localshortcut,0,2,1,7,3,8,2,0.0000,0.0870,0.0435,0.3043,0.1304,0.3478,0.0870
@babel/helper-module-imports,3,8,10,9,3,12,6,0.0588,0.1569,0.1961,0.1765,0.0588,0.2353,0.1176
@babel/helper-replace-supers,3,9,15,14,10,12,6,0.0435,0.1304,0.2174,0.2029,0.1449,0.1739,0.0870
@babel/helper-simple-access,3,10,12,9,3,11,6,0.0556,0.1852,0.2222,0.1667,0.0556,0.2037,0.1111
@babel/helper-split-export-declaration,2,5,7,8,3,9,4,0.0526,0.1316,0.1842,0.2105,0.0789,0.2368,0.1053
@babel/template,3,7,12,10,5,11,11,0.0508,0.1186,0.2034,0.1695,0.0847,0.1864,0.1864
@babel/traverse,4,13,28,26,26,19,11,0.0315,0.1024,0.2205,0.2047,0.2047,0.1496,0.0866
@babel/types,5,15,26,23,19,20,15,0.0407,0.1220,0.2114,0.1870,0.1545,0.1626,0.1220
@babel/helper-environment-visitor,0,1,2,1,0,1,0,0.0000,0.2000,0.4000,0.2000,0.0000,0.2000,0.0000
xmlchars,0,4,2,0,2,2,0,0.0000,0.4000,0.2000,0.0000,0.2000,0.2000,0.0000
psl,3,8,15,5,4,6,5,0.0652,0.1739,0.3261,0.1087,0.0870,0.1304,0.1087
ip-regex,0,2,2,2,0,2,4,0.0000,0.1667,0.1667,0.1667,0.0000,0.1667,0.3333
browser-process-hrtime,4,0,0,1,0,2,1,0.5000,0.0000,0.0000,0.1250,0.0000,0.2500,0.1250
aws-sign2,1,0,0,0,3,0,0,0.2500,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000
aws4,4,3,6,21,1,4,6,0.0889,0.0667,0.1333,0.4667,0.0222,0.0889,0.1333
caseless,0,1,2,2,2,5,0,0.0000,0.0833,0.1667,0.1667,0.1667,0.4167,0.0000
extend,1,0,1,1,3,5,2,0.0769,0.0000,0.0769,0.0769,0.2308,0.3846,0.1538
forever-agent,1,1,3,1,0,0,1,0.1429,0.1429,0.4286,0.1429,0.0000,0.0000,0.1429
har-validator,19,6,4,7,12,1,6,0.3455,0.1091,0.0727,0.1273,0.2182,0.0182,0.1091
http-signature,2,2,5,3,8,6,1,0.0741,0.0741,0.1852,0.1111,0.2963,0.2222,0.0370
is-typedarray,1,1,0,0,0,0,0,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000
isstream,0,2,1,0,0,0,1,0.0000,0.5000,0.2500,0.0000,0.0000,0.0000,0.2500
json-stringify-safe,0,0,1,3,0,0,1,0.0000,0.0000,0.2000,0.6000,0.0000,0.0000,0.2000
oauth-sign,3,2,1,0,3,0,1,0.3000,0.2000,0.1000,0.0000,0.3000,0.0000,0.1000
performance-now,3,1,0,5,1,1,0,0.2727,0.0909,0.0000,0.4545,0.0909,0.0909,0.0000
qs,5,15,26,14,22,13,12,0.0467,0.1402,0.2430,0.1308,0.2056,0.1215,0.1121
tunnel-agent,2,1,1,1,2,0,1,0.2500,0.1250,0.1250,0.1250,0.2500,0.0000,0.1250
uuid,1,6,8,7,8,5,1,0.0278,0.1667,0.2222,0.1944,0.2222,0.1389,0.0278
@types/caseless,0,0,1,0,2,0,0,0.0000,0.0000,0.3333,0.0000,0.6667,0.0000,0.0000
@types/tough-cookie,1,0,0,3,3,3,2,0.0833,0.0000,0.0000,0.2500,0.2500,0.2500,0.1667
clone-response,2,0,0,0,2,5,2,0.1818,0.0000,0.0000,0.0000,0.1818,0.4545,0.1818
get-stream,1,4,2,3,3,2,1,0.0625,0.2500,0.1250,0.1875,0.1875,0.1250,0.0625
http-cache-semantics,4,1,5,4,7,3,2,0.1538,0.0385,0.1923,0.1538,0.2692,0.1154,0.0769
keyv,5,8,13,6,9,6,3,0.1000,0.1600,0.2600,0.1200,0.1800,0.1200,0.0600
lowercase-keys,0,1,1,0,0,1,1,0.0000,0.2500,0.2500,0.0000,0.0000,0.2500,0.2500
normalize-url,8,8,10,8,5,8,4,0.1569,0.1569,0.1961,0.1569,0.0980,0.1569,0.0784
responselike,0,2,1,2,2,1,0,0.0000,0.2500,0.1250,0.2500,0.2500,0.1250,0.0000
ajv,86,54,39,37,33,34,69,0.2443,0.1534,0.1108,0.1051,0.0938,0.0966,0.1960
har-schema,6,1,0,1,0,2,0,0.6000,0.1000,0.0000,0.1000,0.0000,0.2000,0.0000
fast-deep-equal,3,3,1,0,1,1,5,0.2143,0.2143,0.0714,0.0000,0.0714,0.0714,0.3571
fast-json-stable-stringify,0,0,2,0,0,0,1,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.3333
json-schema-traverse,3,1,1,1,1,1,1,0.3333,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111
uri-js,3,1,3,2,2,2,1,0.2143,0.0714,0.2143,0.1429,0.1429,0.1429,0.0714
require-from-string,2,1,2,0,0,0,4,0.2222,0.1111,0.2222,0.0000,0.0000,0.0000,0.4444
assert-plus,1,1,2,2,2,0,0,0.1250,0.1250,0.2500,0.2500,0.2500,0.0000,0.0000
jsprim,0,2,5,7,8,6,1,0.0000,0.0690,0.1724,0.2414,0.2759,0.2069,0.0345
sshpk,0,4,13,5,12,10,6,0.0000,0.0800,0.2600,0.1000,0.2400,0.2000,0.1200
extsprintf,0,0,1,4,1,3,2,0.0000,0.0000,0.0909,0.3636,0.0909,0.2727,0.1818
json-schema,0,1,1,0,0,3,2,0.0000,0.1429,0.1429,0.0000,0.0000,0.4286,0.2857
verror,0,2,3,7,5,5,1,0.0000,0.0870,0.1304,0.3043,0.2174,0.2174,0.0435
asn1,0,1,1,1,11,2,2,0.0000,0.0556,0.0556,0.0556,0.6111,0.1111,0.1111
bcrypt-pbkdf,0,0,0,1,1,1,0,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.0000
dashdash,0,1,6,2,9,4,7,0.0000,0.0345,0.2069,0.0690,0.3103,0.1379,0.2414
ecc-jsbn,2,1,0,0,1,0,0,0.5000,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000
getpass,0,0,0,1,0,7,0,0.0000,0.0000,0.0000,0.1250,0.0000,0.8750,0.0000
jsbn,1,1,0,0,1,0,1,0.2500,0.2500,0.0000,0.0000,0.2500,0.0000,0.2500
tweetnacl,1,1,7,5,6,4,2,0.0385,0.0385,0.2692,0.1923,0.2308,0.1538,0.0769
request-promise-core,0,2,0,1,0,1,0,0.0000,0.5000,0.0000,0.2500,0.0000,0.2500,0.0000
stealthy-require,0,1,2,0,1,0,0,0.0000,0.2500,0.5000,0.0000,0.2500,0.0000,0.0000
framework,1,4,1,2,2,4,1,0.0667,0.2667,0.0667,0.1333,0.1333,0.2667,0.0667
aurelia-binding,2,9,17,14,15,6,10,0.0274,0.1233,0.2329,0.1918,0.2055,0.0822,0.1370
aurelia-dependency-injection,0,3,9,7,2,5,5,0.0000,0.0968,0.2903,0.2258,0.0645,0.1613,0.1613
aurelia-loader,0,1,2,4,0,2,2,0.0000,0.0909,0.1818,0.3636,0.0000,0.1818,0.1818
aurelia-logging,1,2,7,4,3,2,1,0.0500,0.1000,0.3500,0.2000,0.1500,0.1000,0.0500
aurelia-metadata,0,1,4,6,4,5,3,0.0000,0.0435,0.1739,0.2609,0.1739,0.2174,0.1304
aurelia-pal,2,1,6,6,6,1,1,0.0870,0.0435,0.2609,0.2609,0.2609,0.0435,0.0435
aurelia-path,1,2,4,5,1,4,0,0.0588,0.1176,0.2353,0.2941,0.0588,0.2353,0.0000
aurelia-task-queue,1,2,4,5,1,1,3,0.0588,0.1176,0.2353,0.2941,0.0588,0.0588,0.1765
aurelia-templating,7,7,10,13,6,7,6,0.1250,0.1250,0.1786,0.2321,0.1071,0.1250,0.1071
source-map-support,10,7,10,5,18,11,5,0.1515,0.1061,0.1515,0.0758,0.2727,0.1667,0.0758
buffer-from,1,0,3,1,1,1,0,0.1429,0.0000,0.4286,0.1429,0.1429,0.1429,0.0000
source-map,2,3,19,12,14,9,9,0.0294,0.0441,0.2794,0.1765,0.2059,0.1324,0.1324
@jridgewell/gen-mapping,1,0,0,2,1,1,1,0.1667,0.0000,0.0000,0.3333,0.1667,0.1667,0.1667
@jridgewell/trace-mapping,1,0,3,10,4,5,6,0.0345,0.0000,0.1034,0.3448,0.1379,0.1724,0.2069
convert-source-map,1,4,7,4,11,7,2,0.0278,0.1111,0.1944,0.1111,0.3056,0.1944,0.0556
inline-source-map,2,3,1,2,5,2,3,0.1111,0.1667,0.0556,0.1111,0.2778,0.1111,0.1667
lodash.memoize,1,6,3,5,3,2,1,0.0476,0.2857,0.1429,0.2381,0.1429,0.0952,0.0476
muggle-string,0,1,1,1,1,0,0,0.0000,0.2500,0.2500,0.2500,0.2500,0.0000,0.0000
gpu.js,7,23,27,24,34,16,14,0.0483,0.1586,0.1862,0.1655,0.2345,0.1103,0.0966
gl,6,3,4,6,13,6,3,0.1463,0.0732,0.0976,0.1463,0.3171,0.1463,0.0732
gl-wiretap,1,1,2,5,1,2,2,0.0714,0.0714,0.1429,0.3571,0.0714,0.1429,0.1429
gpu-mock.js,0,1,0,2,3,3,1,0.0000,0.1000,0.0000,0.2000,0.3000,0.3000,0.1000
webgpu,0,5,6,5,4,1,0,0.0000,0.2381,0.2857,0.2381,0.1905,0.0476,0.0000
bindings,2,1,6,1,6,1,2,0.1053,0.0526,0.3158,0.0526,0.3158,0.0526,0.1053
bit-twiddle,0,0,1,3,1,1,0,0.0000,0.0000,0.1667,0.5000,0.1667,0.1667,0.0000
glsl-tokenizer,7,2,4,0,2,3,4,0.3182,0.0909,0.1818,0.0000,0.0909,0.1364,0.1818
nan,8,7,7,15,19,17,11,0.0952,0.0833,0.0833,0.1786,0.2262,0.2024,0.1310
node-abi,3,3,20,25,12,10,7,0.0375,0.0375,0.2500,0.3125,0.1500,0.1250,0.0875
node-gyp,3,20,28,17,27,30,16,0.0213,0.1418,0.1986,0.1206,0.1915,0.2128,0.1135
prebuild-install,5,6,5,9,6,10,5,0.1087,0.1304,0.1087,0.1957,0.1304,0.2174,0.1087
file-uri-to-path,0,2,0,0,0,1,1,0.0000,0.5000,0.0000,0.0000,0.0000,0.2500,0.2500
through2,2,4,6,5,11,8,3,0.0513,0.1026,0.1538,0.1282,0.2821,0.2051,0.0769
xtend,1,1,2,7,1,2,3,0.0588,0.0588,0.1176,0.4118,0.0588,0.1176,0.1765
semver,3,6,25,21,17,14,10,0.0313,0.0625,0.2604,0.2188,0.1771,0.1458,0.1042
lru-cache,14,6,16,33,13,21,15,0.1186,0.0508,0.1356,0.2797,0.1102,0.1780,0.1271
yallist,2,3,4,1,2,2,2,0.1250,0.1875,0.2500,0.0625,0.1250,0.1250,0.1250
pseudomap,0,0,1,0,0,0,2,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.6667
env-paths,1,4,2,1,0,1,1,0.1000,0.4000,0.2000,0.1000,0.0000,0.1000,0.1000
nopt,0,4,5,8,7,6,2,0.0000,0.1250,0.1563,0.2500,0.2188,0.1875,0.0625
npmlog,1,1,7,4,16,3,2,0.0294,0.0294,0.2059,0.1176,0.4706,0.0882,0.0588
tar,3,5,24,23,31,14,17,0.0256,0.0427,0.2051,0.1966,0.2650,0.1197,0.1453
make-fetch-happen,8,9,28,20,22,8,6,0.0792,0.0891,0.2772,0.1980,0.2178,0.0792,0.0594
is-descriptor,3,4,0,0,0,2,2,0.2727,0.3636,0.0000,0.0000,0.0000,0.1818,0.1818
is-accessor-descriptor,1,6,0,1,0,2,0,0.1000,0.6000,0.0000,0.1000,0.0000,0.2000,0.0000
is-data-descriptor,0,5,0,1,0,1,0,0.0000,0.7143,0.0000,0.1429,0.0000,0.1429,0.0000
is-buffer,1,2,3,1,3,3,3,0.0625,0.1250,0.1875,0.0625,0.1875,0.1875,0.1875
posix-character-classes,0,0,1,0,2,0,0,0.0000,0.0000,0.3333,0.0000,0.6667,0.0000,0.0000
is-posix-bracket,1,0,1,0,0,0,0,0.5000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000
is-extendable,1,1,1,0,0,1,0,0.2500,0.2500,0.2500,0.0000,0.0000,0.2500,0.0000
assign-symbols,0,0,3,1,0,2,0,0.0000,0.0000,0.5000,0.1667,0.0000,0.3333,0.0000
is-plain-object,1,1,3,5,1,1,1,0.0769,0.0769,0.2308,0.3846,0.0769,0.0769,0.0769
safe-regex,0,0,3,0,1,4,1,0.0000,0.0000,0.3333,0.0000,0.1111,0.4444,0.1111
ret,2,8,1,5,5,5,1,0.0741,0.2963,0.0370,0.1852,0.1852,0.1852,0.0370
base,2,8,7,6,5,10,8,0.0435,0.1739,0.1522,0.1304,0.1087,0.2174,0.1739
map-cache,0,1,2,2,0,0,0,0.0000,0.2000,0.4000,0.4000,0.0000,0.0000,0.0000
source-map-resolve,5,1,2,1,1,1,3,0.3571,0.0714,0.1429,0.0714,0.0714,0.0714,0.2143
use,2,1,0,4,3,0,4,0.1429,0.0714,0.0000,0.2857,0.2143,0.0000,0.2857
cache-base,7,4,3,1,3,2,4,0.2917,0.1667,0.1250,0.0417,0.1250,0.0833,0.1667
class-utils,3,1,0,5,3,2,0,0.2143,0.0714,0.0000,0.3571,0.2143,0.1429,0.0000
component-emitter,0,0,3,0,0,2,0,0.0000,0.0000,0.6000,0.0000,0.0000,0.4000,0.0000
mixin-deep,0,1,1,5,3,1,2,0.0000,0.0769,0.0769,0.3846,0.2308,0.0769,0.1538
pascalcase,0,0,0,2,1,0,1,0.0000,0.0000,0.0000,0.5000,0.2500,0.0000,0.2500
collection-visit,1,2,1,1,0,0,2,0.1429,0.2857,0.1429,0.1429,0.0000,0.0000,0.2857
get-value,6,5,1,11,4,5,1,0.1818,0.1515,0.0303,0.3333,0.1212,0.1515,0.0303
has-value,2,1,1,2,1,0,2,0.2222,0.1111,0.1111,0.2222,0.1111,0.0000,0.2222
set-value,2,3,7,5,5,1,2,0.0800,0.1200,0.2800,0.2000,0.2000,0.0400,0.0800
to-object-path,1,0,0,1,1,0,0,0.3333,0.0000,0.0000,0.3333,0.3333,0.0000,0.0000
union-value,4,0,4,0,1,2,0,0.3636,0.0000,0.3636,0.0000,0.0909,0.1818,0.0000
unset-value,2,0,0,0,2,1,1,0.3333,0.0000,0.0000,0.0000,0.3333,0.1667,0.1667
map-visit,1,2,2,0,0,1,1,0.1429,0.2857,0.2857,0.0000,0.0000,0.1429,0.1429
object-visit,3,2,5,0,0,0,1,0.2727,0.1818,0.4545,0.0000,0.0000,0.0000,0.0909
has-values,1,0,0,4,0,0,2,0.1429,0.0000,0.0000,0.5714,0.0000,0.0000,0.2857
arr-union,1,1,1,1,0,1,1,0.1667,0.1667,0.1667,0.1667,0.0000,0.1667,0.1667
static-extend,0,0,0,0,0,3,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
object-copy,1,0,0,0,1,0,0,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000
copy-descriptor,0,1,0,0,0,1,0,0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000
for-in,4,5,2,1,0,0,0,0.3333,0.4167,0.1667,0.0833,0.0000,0.0000,0.0000
@jridgewell/set-array,3,0,0,1,0,1,0,0.6000,0.0000,0.0000,0.2000,0.0000,0.2000,0.0000
@jridgewell/sourcemap-codec,1,0,1,0,0,2,2,0.1667,0.0000,0.1667,0.0000,0.0000,0.3333,0.3333
@jridgewell/resolve-uri,4,2,1,1,1,2,2,0.3077,0.1538,0.0769,0.0769,0.0769,0.1538,0.1538
atob,2,0,1,2,1,1,4,0.1818,0.0000,0.0909,0.1818,0.0909,0.0909,0.3636
decode-uri-component,0,1,1,1,3,0,1,0.0000,0.1429,0.1429,0.1429,0.4286,0.0000,0.1429
resolve-url,0,1,1,1,0,0,0,0.0000,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000
source-map-url,1,0,1,0,0,1,2,0.2000,0.0000,0.2000,0.0000,0.0000,0.2000,0.4000
urix,1,0,0,0,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
abbrev,1,0,5,1,3,2,0,0.0833,0.0000,0.4167,0.0833,0.2500,0.1667,0.0000
osenv,0,4,1,2,0,2,0,0.0000,0.4444,0.1111,0.2222,0.0000,0.2222,0.0000
are-we-there-yet,1,1,1,4,5,4,3,0.0526,0.0526,0.0526,0.2105,0.2632,0.2105,0.1579
console-control-strings,0,0,0,0,2,0,0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
gauge,3,3,6,12,4,8,2,0.0789,0.0789,0.1579,0.3158,0.1053,0.2105,0.0526
set-blocking,1,0,0,1,0,0,0,0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000
delegates,0,3,1,0,0,0,1,0.0000,0.6000,0.2000,0.0000,0.0000,0.0000,0.2000
aproba,0,0,0,3,1,3,3,0.0000,0.0000,0.0000,0.3000,0.1000,0.3000,0.3000
has-unicode,0,0,1,0,2,1,0,0.0000,0.0000,0.2500,0.0000,0.5000,0.2500,0.0000
wide-align,0,0,0,1,3,3,1,0.0000,0.0000,0.0000,0.1250,0.3750,0.3750,0.1250
color-support,1,1,1,1,0,0,1,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.2000
@types/glob,0,2,5,9,3,4,5,0.0000,0.0714,0.1786,0.3214,0.1071,0.1429,0.1786
chownr,2,3,0,4,1,0,0,0.2000,0.3000,0.0000,0.4000,0.1000,0.0000,0.0000
fs-minipass,0,4,8,2,0,3,0,0.0000,0.2353,0.4706,0.1176,0.0000,0.1765,0.0000
minipass,13,12,21,21,2,7,3,0.1646,0.1519,0.2658,0.2658,0.0253,0.0886,0.0380
minizlib,0,0,3,5,5,3,4,0.0000,0.0000,0.1500,0.2500,0.2500,0.1500,0.2000
mkdirp,7,5,9,7,4,4,4,0.1750,0.1250,0.2250,0.1750,0.1000,0.1000,0.1000
node-addon-api,0,5,6,10,7,10,2,0.0000,0.1250,0.1500,0.2500,0.1750,0.2500,0.0500
agentkeepalive,3,10,11,3,7,4,8,0.0652,0.2174,0.2391,0.0652,0.1522,0.0870,0.1739
cacache,12,16,19,13,12,7,10,0.1348,0.1798,0.2135,0.1461,0.1348,0.0787,0.1124
is-lambda,0,0,0,0,1,0,1,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.5000
minipass-collect,0,2,1,0,0,0,0,0.0000,0.6667,0.3333,0.0000,0.0000,0.0000,0.0000
minipass-fetch,0,2,6,4,7,3,2,0.0000,0.0833,0.2500,0.1667,0.2917,0.1250,0.0833
minipass-flush,0,2,3,1,0,0,0,0.0000,0.3333,0.5000,0.1667,0.0000,0.0000,0.0000
minipass-pipeline,0,5,3,2,0,1,0,0.0000,0.4545,0.2727,0.1818,0.0000,0.0909,0.0000
negotiator,4,2,2,6,7,2,3,0.1538,0.0769,0.0769,0.2308,0.2692,0.0769,0.1154
promise-retry,8,0,1,1,1,1,5,0.4706,0.0000,0.0588,0.0588,0.0588,0.0588,0.2941
socks-proxy-agent,2,4,5,4,7,1,3,0.0769,0.1538,0.1923,0.1538,0.2692,0.0385,0.1154
ssri,0,6,8,3,10,5,2,0.0000,0.1765,0.2353,0.0882,0.2941,0.1471,0.0588
depd,7,3,2,1,1,3,0,0.4118,0.1765,0.1176,0.0588,0.0588,0.1765,0.0000
humanize-ms,0,1,0,0,1,3,0,0.0000,0.2000,0.0000,0.0000,0.2000,0.6000,0.0000
@npmcli/fs,0,0,2,2,3,3,0,0.0000,0.0000,0.2000,0.2000,0.3000,0.3000,0.0000
@npmcli/move-file,0,0,2,2,3,1,0,0.0000,0.0000,0.2500,0.2500,0.3750,0.1250,0.0000
infer-owner,0,0,0,0,0,0,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
p-map,0,1,3,1,3,2,4,0.0000,0.0714,0.2143,0.0714,0.2143,0.1429,0.2857
promise-inflight,1,0,0,0,0,0,1,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
unique-filename,0,0,1,0,1,4,0,0.0000,0.0000,0.1667,0.0000,0.1667,0.6667,0.0000
@gar/promisify,0,0,2,1,3,0,0,0.0000,0.0000,0.3333,0.1667,0.5000,0.0000,0.0000
aggregate-error,2,1,1,1,1,2,2,0.2000,0.1000,0.1000,0.1000,0.1000,0.2000,0.2000
clean-stack,1,2,7,4,2,1,3,0.0500,0.1000,0.3500,0.2000,0.1000,0.0500,0.1500
indent-string,4,3,0,2,2,2,3,0.2500,0.1875,0.0000,0.1250,0.1250,0.1250,0.1875
unique-slug,0,0,2,0,1,3,0,0.0000,0.0000,0.3333,0.0000,0.1667,0.5000,0.0000
imurmurhash,1,0,0,0,1,3,0,0.2000,0.0000,0.0000,0.0000,0.2000,0.6000,0.0000
minipass-sized,3,0,1,0,0,0,0,0.7500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000
err-code,0,0,3,2,4,1,3,0.0000,0.0000,0.2308,0.1538,0.3077,0.0769,0.2308
retry,1,5,4,0,3,1,1,0.0667,0.3333,0.2667,0.0000,0.2000,0.0667,0.0667
socks,6,5,7,6,7,8,3,0.1429,0.1190,0.1667,0.1429,0.1667,0.1905,0.0714
ip,2,3,5,6,2,1,5,0.0833,0.1250,0.2083,0.2500,0.0833,0.0417,0.2083
smart-buffer,3,9,9,2,4,1,4,0.0938,0.2813,0.2813,0.0625,0.1250,0.0313,0.1250
yauzl,2,4,4,4,4,3,4,0.0800,0.1600,0.1600,0.1600,0.1600,0.1200,0.1600
detect-libc,1,1,2,6,4,0,2,0.0625,0.0625,0.1250,0.3750,0.2500,0.0000,0.1250
expand-template,0,1,1,7,2,0,0,0.0000,0.0909,0.0909,0.6364,0.1818,0.0000,0.0000
github-from-package,0,0,0,0,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
mkdirp-classic,0,1,0,1,0,0,0,0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,0.0000
napi-build-utils,0,0,0,0,2,1,0,0.0000,0.0000,0.0000,0.0000,0.6667,0.3333,0.0000
noop-logger,0,0,1,0,0,1,1,0.0000,0.0000,0.3333,0.0000,0.0000,0.3333,0.3333
pump,3,2,2,6,5,3,4,0.1200,0.0800,0.0800,0.2400,0.2000,0.1200,0.1600
rc,10,4,10,4,13,5,5,0.1961,0.0784,0.1961,0.0784,0.2549,0.0980,0.0980
simple-get,5,5,4,11,4,3,7,0.1282,0.1282,0.1026,0.2821,0.1026,0.0769,0.1795
tar-fs,2,12,10,7,15,5,4,0.0364,0.2182,0.1818,0.1273,0.2727,0.0909,0.0727
which-pm-runs,0,0,0,0,0,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000
end-of-stream,2,2,4,5,1,1,0,0.1333,0.1333,0.2667,0.3333,0.0667,0.0667,0.0000
espree,14,6,4,14,6,12,34,0.1556,0.0667,0.0444,0.1556,0.0667,0.1333,0.3778
globals,12,14,18,13,20,13,13,0.1165,0.1359,0.1748,0.1262,0.1942,0.1262,0.1262
ignore,6,20,19,8,12,9,13,0.0690,0.2299,0.2184,0.0920,0.1379,0.1034,0.1494
import-fresh,3,1,1,2,0,0,0,0.4286,0.1429,0.1429,0.2857,0.0000,0.0000,0.0000
decompress-response,3,1,1,1,1,3,2,0.2500,0.0833,0.0833,0.0833,0.0833,0.2500,0.1667
simple-concat,0,0,0,0,1,1,0,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000
mimic-response,1,1,0,3,0,2,0,0.1429,0.1429,0.0000,0.4286,0.0000,0.2857,0.0000
tar-stream,1,10,12,7,13,8,6,0.0175,0.1754,0.2105,0.1228,0.2281,0.1404,0.1053
